link_id,from_node_id,to_node_id,direction,length,number_of_lanes,speed_limit,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,BPR_alpha_term,BPR_beta_term,free_flow_time,toll,volume,cost
683,465,861,1,3.972,1,25,500,1,180,12,0.15,4,9,0,4000,9
684,466,457,1,5.6173,1,25,350,1,180,12,0.15,4,13,0,4000,13
685,466,465,1,5.7353,1,25,350,1,180,12,0.15,4,13,0,4000,13
686,466,844,1,2.2045,1,25,250,1,180,12,0.15,4,5,0,4000,5
687,466,854,1,3.7923,1,25,250,1,180,12,0.15,4,9,0,4000,9
688,467,457,1,3.0888,1,25,350,1,180,12,0.15,4,7,0,4000,7
689,467,468,1,3.1843,1,25,350,1,180,12,0.15,4,7,0,4000,7
690,467,828,1,1.6661,1,25,250,1,180,12,0.15,4,3,0,4000,3
691,467,829,1,1.5066,1,25,250,1,180,12,0.15,4,3,0,4000,3
692,468,467,1,3.1843,1,25,350,1,180,12,0.15,4,7,0,4000,7
693,468,469,1,2.9438,1,25,350,1,180,12,0.15,4,7,0,4000,7
694,468,818,1,0.6598,1,25,300,1,180,12,0.15,4,1,0,4000,1
695,468,823,1,3.5412,1,25,300,1,180,12,0.15,4,8,0,4000,8
696,469,468,1,2.9438,1,25,350,1,180,12,0.15,4,7,0,4000,7
697,469,470,1,4.1444,1,25,350,1,180,12,0.15,4,9,0,4000,9
698,469,816,1,0.613,1,25,100,1,180,12,0.15,4,1,0,4000,1
699,469,821,1,3.196,1,25,100,1,180,12,0.15,4,7,0,4000,7
700,470,469,1,4.1444,1,25,350,1,180,12,0.15,4,9,0,4000,9
701,470,471,1,3.1726,1,25,350,1,180,12,0.15,4,7,0,4000,7
702,470,814,1,3.2422,1,25,300,1,180,12,0.15,4,7,0,4000,7
703,470,815,1,0.657,1,25,300,1,180,12,0.15,4,1,0,4000,1
704,471,470,1,3.1726,1,25,350,1,180,12,0.15,4,7,0,4000,7
705,471,472,1,1.5552,1,25,500,1,180,12,0.15,4,3,0,4000,3
706,471,812,1,1.8712,1,25,300,1,180,12,0.15,4,4,0,4000,4
707,471,814,1,1.4461,1,25,300,1,180,12,0.15,4,3,0,4000,3
708,472,471,1,1.5552,1,25,500,1,180,12,0.15,4,3,0,4000,3
709,472,473,1,2.9896,1,25,500,1,180,12,0.15,4,7,0,4000,7
710,472,474,1,2.9235,1,25,500,1,180,12,0.15,4,7,0,4000,7
711,472,706,1,3.8522,1,25,100,1,180,12,0.15,4,9,0,4000,9
712,472,812,1,0.7446,1,25,100,1,180,12,0.15,4,1,0,4000,1
713,473,472,1,2.9896,1,25,500,1,180,12,0.15,4,7,0,4000,7
714,473,537,1,2.9915,1,25,500,1,180,12,0.15,4,7,0,4000,7
715,473,700,1,0.8207,1,25,350,1,180,12,0.15,4,1,0,4000,1
716,473,705,1,2.4132,1,25,350,1,180,12,0.15,4,5,0,4000,5
717,474,472,1,2.9235,1,25,500,1,180,12,0.15,4,7,0,4000,7
718,474,475,1,1.5287,1,25,500,1,180,12,0.15,4,3,0,4000,3
719,474,705,1,2.5195,1,25,350,1,180,12,0.15,4,6,0,4000,6
720,474,706,1,1.1781,1,25,350,1,180,12,0.15,4,2,0,4000,2
721,475,474,1,1.5287,1,25,500,1,180,12,0.15,4,3,0,4000,3
722,475,476,1,3.3837,1,25,500,1,180,12,0.15,4,8,0,4000,8
723,475,704,1,2.284,1,25,350,1,180,12,0.15,4,5,0,4000,5
724,475,706,1,1.1844,1,25,350,1,180,12,0.15,4,2,0,4000,2
725,476,475,1,3.3837,1,25,500,1,180,12,0.15,4,8,0,4000,8
726,476,477,1,2.297,1,25,650,1,180,12,0.15,4,5,0,4000,5
727,476,502,1,0.793,1,25,650,1,180,12,0.15,4,1,0,4000,1
728,476,503,1,0.8734,1,25,650,2,180,12,0.15,4,2,0,4000,2
729,477,476,1,2.297,1,25,650,2,180,12,0.15,4,5,0,4000,5
730,477,478,1,3.0194,1,25,650,1,180,12,0.15,4,7,0,4000,7
731,477,632,1,1.971,1,25,550,1,180,12,0.15,4,4,0,4000,4
732,477,702,1,1.314,1,25,550,1,180,12,0.15,4,3,0,4000,3
733,478,477,1,3.0194,1,25,650,1,180,12,0.15,4,7,0,4000,7
734,478,479,1,1.1734,1,25,650,1,180,12,0.15,4,2,0,4000,2
735,478,628,1,2.238,1,25,300,1,180,12,0.15,4,5,0,4000,5
736,478,692,1,0.9645,1,25,300,1,180,12,0.15,4,2,0,4000,2
737,479,478,1,1.1734,1,25,650,1,180,12,0.15,4,2,0,4000,2
738,479,480,1,1.294,1,25,500,1,180,12,0.15,4,3,0,4000,3
739,479,482,1,1.525,1,25,500,1,180,12,0.15,4,3,0,4000,3
740,479,483,1,1.8013,1,25,500,1,180,12,0.15,4,4,0,4000,4
741,479,485,1,1.8949,1,25,650,1,180,12,0.15,4,4,0,4000,4
742,480,479,1,1.294,1,25,500,1,180,12,0.15,4,3,0,4000,3
743,480,481,1,0.488,1,25,500,1,180,12,0.15,4,1,0,4000,1
744,480,482,1,1.0997,1,25,650,1,180,12,0.15,4,2,0,4000,2
745,480,690,1,2.3091,1,25,650,1,180,12,0.15,4,5,0,4000,5
746,481,480,1,0.488,1,25,500,1,180,12,0.15,4,1,0,4000,1
747,482,479,1,1.525,1,25,500,1,180,12,0.15,4,3,0,4000,3
748,482,480,1,1.0997,1,25,650,1,180,12,0.15,4,2,0,4000,2
749,482,538,1,3.0773,1,25,500,1,180,12,0.15,4,7,0,4000,7
750,482,692,1,0.682,1,25,650,1,180,12,0.15,4,1,0,4000,1
751,483,479,1,1.8013,1,25,500,1,180,12,0.15,4,4,0,4000,4
752,483,484,1,2.9896,1,25,500,1,180,12,0.15,4,7,0,4000,7
753,483,626,1,1.7361,1,25,600,1,180,12,0.15,4,4,0,4000,4
754,483,628,1,1.5287,1,25,600,1,180,12,0.15,4,3,0,4000,3
755,484,483,1,2.9896,1,25,500,1,180,12,0.15,4,7,0,4000,7
756,484,488,1,2.44,1,25,500,1,180,12,0.15,4,5,0,4000,5
757,484,625,1,1.7563,1,25,650,1,180,12,0.15,4,4,0,4000,4
758,484,627,1,1.364,1,25,650,1,180,12,0.15,4,3,0,4000,3
759,485,479,1,1.8949,1,25,650,1,180,12,0.15,4,4,0,4000,4
760,485,534,1,0.2515,1,25,650,1,180,12,0.15,4,0,0,4000,0
761,485,626,1,2.1034,1,25,650,1,180,12,0.15,4,5,0,4000,5
762,485,690,1,1.0671,1,25,650,1,180,12,0.15,4,2,0,4000,2
763,486,487,1,2.4039,1,25,500,1,180,12,0.15,4,5,0,4000,5
764,486,534,1,3.4962,1,25,650,1,180,12,0.15,4,8,0,4000,8
765,486,680,1,1.6425,1,25,300,1,180,12,0.15,4,3,0,4000,3
766,486,681,1,1.5066,1,25,300,1,180,12,0.15,4,3,0,4000,3
767,487,404,1,0.9528,1,25,500,1,180,12,0.15,4,2,0,4000,2
768,487,486,1,2.4039,1,25,500,1,180,12,0.15,4,5,0,4000,5
769,487,679,1,2.2962,1,25,250,1,180,12,0.15,4,5,0,4000,5
770,487,681,1,1.0152,1,25,250,1,180,12,0.15,4,2,0,4000,2
771,488,484,1,2.44,1,25,500,1,180,12,0.15,4,5,0,4000,5
772,488,489,1,0.9779,1,25,650,1,180,12,0.15,4,2,0,4000,2
773,488,629,1,1.7253,1,25,350,1,180,12,0.15,4,4,0,4000,4
774,488,630,1,1.769,1,25,350,2,180,12,0.15,4,4,0,4000,4
775,489,488,1,0.9779,1,25,650,1,180,12,0.15,4,2,0,4000,2
776,489,490,1,2.3985,1,25,650,1,180,12,0.15,4,5,0,4000,5
777,489,556,1,2.4354,1,25,500,1,180,12,0.15,4,5,0,4000,5
778,489,630,1,1.1985,1,25,500,1,180,12,0.15,4,2,0,4000,2
779,490,489,1,2.3985,1,25,650,1,180,12,0.15,4,5,0,4000,5
780,490,491,1,2.6343,1,25,650,1,180,12,0.15,4,6,0,4000,6
781,490,557,1,2.3467,1,25,650,1,180,12,0.15,4,5,0,4000,5
782,490,558,1,0.7371,1,25,650,1,180,12,0.15,4,1,0,4000,1
783,491,490,1,2.6343,1,25,650,1,180,12,0.15,4,6,0,4000,6
784,491,492,1,0.993,1,25,650,1,180,12,0.15,4,2,0,4000,2
785,491,560,1,2.1969,1,25,900,1,180,12,0.15,4,5,0,4000,5
786,491,561,1,0.7371,1,25,900,1,180,12,0.15,4,1,0,4000,1
787,492,491,1,0.993,1,25,650,1,180,12,0.15,4,2,0,4000,2
788,492,493,1,1.9096,1,25,650,1,180,12,0.15,4,4,0,4000,4
789,492,496,1,1.4083,1,25,650,1,180,12,0.15,4,3,0,4000,3
790,492,561,1,0.5755,1,25,1450,1,180,12,0.15,4,1,0,4000,1
791,492,563,1,1.828,1,25,1450,1,180,12,0.15,4,4,0,4000,4
792,493,492,1,1.9096,1,25,650,1,180,12,0.15,4,4,0,4000,4
793,493,494,1,2.588,1,25,900,1,180,12,0.15,4,6,0,4000,6
794,493,560,1,0.6738,1,25,1000,1,180,12,0.15,4,1,0,4000,1
795,493,562,1,2.2045,1,25,1000,1,180,12,0.15,4,5,0,4000,5
796,494,493,1,2.588,1,25,900,1,180,12,0.15,4,6,0,4000,6
797,494,495,1,2.3727,1,25,900,1,180,12,0.15,4,5,0,4000,5
798,494,550,1,3.2696,1,25,700,1,180,12,0.15,4,7,0,4000,7
799,494,559,1,0.613,1,25,700,1,180,12,0.15,4,1,0,4000,1
800,495,435,1,0.9528,1,25,900,1,180,12,0.15,4,2,0,4000,2
801,495,494,1,2.3727,1,25,900,1,180,12,0.15,4,5,0,4000,5
802,495,552,1,1.4691,1,25,600,1,180,12,0.15,4,3,0,4000,3
803,495,555,1,0.9836,1,25,600,1,180,12,0.15,4,2,0,4000,2
804,496,492,1,1.4083,1,25,650,1,180,12,0.15,4,3,0,4000,3
805,496,497,1,0.5787,1,25,650,1,180,12,0.15,4,1,0,4000,1
806,497,496,1,0.5787,1,25,650,1,180,12,0.15,4,1,0,4000,1
807,497,498,1,1.2576,1,25,500,1,180,12,0.15,4,3,0,4000,3
808,497,532,1,1.2276,1,25,650,1,180,12,0.15,4,2,0,4000,2
809,498,497,1,1.2576,1,25,500,1,180,12,0.15,4,3,0,4000,3
810,498,499,1,2.6059,1,25,500,1,180,12,0.15,4,6,0,4000,6
811,498,566,1,1.525,1,25,1250,1,180,12,0.15,4,3,0,4000,3
812,498,568,1,1.0495,1,25,1250,1,180,12,0.15,4,2,0,4000,2
813,499,498,1,2.6059,1,25,500,1,180,12,0.15,4,6,0,4000,6
814,499,500,1,3.3081,1,25,500,1,180,12,0.15,4,7,0,4000,7
815,499,565,1,1.5432,1,25,450,1,180,12,0.15,4,3,0,4000,3
816,499,569,1,0.671,1,25,450,1,180,12,0.15,4,1,0,4000,1
817,500,499,1,3.3081,1,25,500,1,180,12,0.15,4,7,0,4000,7
818,500,501,1,3.1919,1,25,500,1,180,12,0.15,4,7,0,4000,7
819,500,570,1,1.1248,1,25,550,1,180,12,0.15,4,2,0,4000,2
820,500,635,1,1.0671,1,25,550,1,180,12,0.15,4,2,0,4000,2
821,501,500,1,3.1919,1,25,500,1,180,12,0.15,4,7,0,4000,7
822,501,502,1,3.33,1,25,650,1,180,12,0.15,4,7,0,4000,7
823,501,631,1,1.6425,1,25,150,1,180,12,0.15,4,3,0,4000,3
824,501,633,1,1.586,1,25,150,1,180,12,0.15,4,3,0,4000,3
825,502,476,1,0.793,1,25,650,1,180,12,0.15,4,1,0,4000,1
826,502,501,1,3.33,1,25,650,1,180,12,0.15,4,7,0,4000,7
827,502,503,1,0.366,1,25,700,1,180,12,0.15,4,0,0,4000,0
828,502,632,1,3.0506,1,25,700,1,180,12,0.15,4,7,0,4000,7
829,503,476,1,0.8734,1,25,650,1,180,12,0.15,4,2,0,4000,2
830,503,502,1,0.366,1,25,700,1,180,12,0.15,4,0,0,4000,0
831,503,504,1,3.2284,1,25,650,1,180,12,0.15,4,7,0,4000,7
832,503,634,1,0.7114,1,25,700,2,180,12,0.15,4,1,0,4000,1
833,504,503,1,3.2284,1,25,650,1,180,12,0.15,4,7,0,4000,7
834,504,505,1,2.2338,1,25,650,1,180,12,0.15,4,5,0,4000,5
835,504,633,1,1.7941,1,25,600,1,180,12,0.15,4,4,0,4000,4
836,504,638,1,1.3923,1,25,600,1,180,12,0.15,4,3,0,4000,3
837,505,504,1,2.2338,1,25,650,1,180,12,0.15,4,5,0,4000,5
838,505,506,1,3.5803,1,25,500,1,180,12,0.15,4,8,0,4000,8
839,505,638,1,0.8627,1,25,500,1,180,12,0.15,4,2,0,4000,2
840,505,643,1,2.4132,1,25,500,1,180,12,0.15,4,5,0,4000,5
841,506,505,1,3.5803,1,25,500,1,180,12,0.15,4,8,0,4000,8
842,506,507,1,7.0739,1,25,500,1,180,12,0.15,4,16,0,4000,16
843,506,577,1,5.1566,1,25,150,1,180,12,0.15,4,12,0,4000,12
844,506,645,1,0.2728,1,25,150,1,180,12,0.15,4,0,0,4000,0
845,507,449,1,3.5196,1,25,500,2,180,12,0.15,4,8,0,4000,8
846,507,506,1,7.0739,1,25,500,1,180,12,0.15,4,16,0,4000,16
847,507,508,1,1.892,1,25,500,1,180,12,0.15,4,4,0,4000,4
848,508,507,1,1.892,1,25,500,1,180,12,0.15,4,4,0,4000,4
849,508,509,1,2.9896,1,25,500,1,180,12,0.15,4,7,0,4000,7
850,508,658,1,1.0997,1,25,500,1,180,12,0.15,4,2,0,4000,2
851,508,666,1,2.1618,1,25,500,1,180,12,0.15,4,5,0,4000,5
852,509,508,1,2.9896,1,25,500,1,180,12,0.15,4,7,0,4000,7
853,509,510,1,0.244,1,25,500,1,180,12,0.15,4,0,0,4000,0
854,509,657,1,1.0495,1,25,400,1,180,12,0.15,4,2,0,4000,2
855,509,665,1,2.2204,1,25,400,1,180,12,0.15,4,5,0,4000,5
856,510,509,1,0.244,1,25,500,1,180,12,0.15,4,0,0,4000,0
857,510,511,1,2.074,1,25,500,1,180,12,0.15,4,4,0,4000,4
858,510,520,1,2.8677,1,25,500,1,180,12,0.15,4,6,0,4000,6
859,510,521,1,4.2717,1,25,500,1,180,12,0.15,4,10,0,4000,10
860,511,510,1,2.074,1,25,500,1,180,12,0.15,4,4,0,4000,4
861,511,512,1,3.4296,1,25,500,1,180,12,0.15,4,8,0,4000,8
862,511,660,1,1.0997,1,25,200,1,180,12,0.15,4,2,0,4000,2
863,511,669,1,3.4214,1,25,200,1,180,12,0.15,4,8,0,4000,8
864,512,511,1,3.4296,1,25,500,1,180,12,0.15,4,8,0,4000,8
865,512,513,1,4.8861,1,25,500,1,180,12,0.15,4,11,0,4000,11
866,512,901,1,3.1402,1,25,350,1,180,12,0.15,4,7,0,4000,7
867,512,904,1,5.8981,1,25,350,1,180,12,0.15,4,14,0,4000,14
868,513,512,1,4.8861,1,25,500,1,180,12,0.15,4,11,0,4000,11
869,513,514,1,4.0279,1,25,500,1,180,12,0.15,4,9,0,4000,9
870,513,902,1,2.5627,1,25,300,1,180,12,0.15,4,6,0,4000,6
871,513,904,1,6.7169,1,25,300,1,180,12,0.15,4,16,0,4000,16
872,514,513,1,4.0279,1,25,500,1,180,12,0.15,4,9,0,4000,9
873,514,515,1,5.2877,1,25,500,1,180,12,0.15,4,12,0,4000,12
874,514,533,1,1.4954,1,25,350,1,180,12,0.15,4,3,0,4000,3
875,514,543,1,0.305,1,25,350,1,180,12,0.15,4,0,0,4000,0
876,514,931,1,10.4426,1,25,500,1,180,12,0.15,4,25,0,4000,25
877,515,514,1,5.2877,1,25,500,1,180,12,0.15,4,12,0,4000,12
878,515,516,1,6.5883,1,25,350,1,180,12,0.15,4,15,0,4000,15
879,515,902,1,7.2137,1,25,600,1,180,12,0.15,4,17,0,4000,17
880,515,905,1,1.1198,1,25,600,1,180,12,0.15,4,2,0,4000,2
881,516,515,1,6.5883,1,25,350,1,180,12,0.15,4,15,0,4000,15
882,516,517,1,7.191,1,25,350,1,180,12,0.15,4,17,0,4000,17
883,516,907,1,1.6425,1,25,250,1,180,12,0.15,4,3,0,4000,3
884,516,908,1,4.3134,1,25,250,1,180,12,0.15,4,10,0,4000,10
885,517,516,1,7.191,1,25,350,1,180,12,0.15,4,17,0,4000,17
886,517,910,1,3.6273,1,25,350,1,180,12,0.15,4,8,0,4000,8
887,517,911,1,2.1661,1,25,350,1,180,12,0.15,4,5,0,4000,5
888,517,929,1,38.3558,1,25,350,1,180,12,0.15,4,92,0,4000,92
889,518,519,1,0.682,1,25,500,1,180,12,0.15,4,1,0,4000,1
890,518,520,1,2.5077,1,25,500,1,180,12,0.15,4,6,0,4000,6
891,518,667,1,0.3557,1,25,200,1,180,12,0.15,4,0,0,4000,0
892,518,669,1,3.2105,1,25,200,1,180,12,0.15,4,7,0,4000,7
893,519,518,1,0.682,1,25,500,1,180,12,0.15,4,1,0,4000,1
894,520,510,1,2.8677,1,25,500,1,180,12,0.15,4,6,0,4000,6
895,520,518,1,2.5077,1,25,500,1,180,12,0.15,4,6,0,4000,6
896,520,665,1,0.793,1,25,150,1,180,12,0.15,4,1,0,4000,1
897,520,669,1,2.728,1,25,150,1,180,12,0.15,4,6,0,4000,6
898,521,510,1,4.2717,1,25,500,1,180,12,0.15,4,10,0,4000,10
899,521,522,1,5.7047,1,25,500,1,180,12,0.15,4,13,0,4000,13
900,522,521,1,5.7047,1,25,500,1,180,12,0.15,4,13,0,4000,13
901,522,529,1,2.074,1,25,500,1,180,12,0.15,4,4,0,4000,4
902,522,544,1,0.061,1,25,500,1,180,12,0.15,4,0,0,4000,0
903,523,524,1,2.9445,1,25,500,1,180,12,0.15,4,7,0,4000,7
904,523,544,1,3.715,1,25,500,1,180,12,0.15,4,8,0,4000,8
905,523,577,1,2.7457,1,25,550,1,180,12,0.15,4,6,0,4000,6
906,523,646,1,0.8023,1,25,550,1,180,12,0.15,4,1,0,4000,1
907,524,451,1,2.1567,1,25,500,1,180,12,0.15,4,5,0,4000,5
908,524,523,1,2.9445,1,25,500,1,180,12,0.15,4,7,0,4000,7
909,524,651,1,1.0671,1,25,500,1,180,12,0.15,4,2,0,4000,2
910,524,656,1,2.238,1,25,500,1,180,12,0.15,4,5,0,4000,5
911,525,526,1,5.3684,1,25,350,1,180,12,0.15,4,12,0,4000,12
912,525,527,1,8.5949,1,25,500,1,180,12,0.15,4,20,0,4000,20
913,525,540,1,0.4399,1,25,350,1,180,12,0.15,4,1,0,4000,1
914,525,545,1,2.9381,1,25,350,1,180,12,0.15,4,7,0,4000,7
915,526,525,1,5.3684,1,25,350,1,180,12,0.15,4,12,0,4000,12
916,526,541,1,0.613,1,25,350,1,180,12,0.15,4,1,0,4000,1
917,526,542,1,3.662,1,25,350,1,180,12,0.15,4,8,0,4000,8
918,526,545,1,3.2468,1,25,350,1,180,12,0.15,4,7,0,4000,7
919,527,525,1,8.5949,1,25,500,1,180,12,0.15,4,20,0,4000,20
920,527,528,1,1.3055,1,25,650,1,180,12,0.15,4,3,0,4000,3
921,527,572,1,2.3915,1,25,400,1,180,12,0.15,4,5,0,4000,5
922,527,574,1,1.1461,1,25,400,1,180,12,0.15,4,2,0,4000,2
923,528,527,1,1.3055,1,25,650,1,180,12,0.15,4,3,0,4000,3
924,528,529,1,1.8949,1,25,650,1,180,12,0.15,4,4,0,4000,4
925,528,530,1,1.1248,1,25,650,1,180,12,0.15,4,2,0,4000,2
926,529,522,1,2.074,1,25,500,1,180,12,0.15,4,4,0,4000,4
927,529,528,1,1.8949,1,25,650,1,180,12,0.15,4,4,0,4000,4
928,529,574,1,2.5151,1,25,500,1,180,12,0.15,4,6,0,4000,6
929,529,576,1,0.8184,1,25,500,1,180,12,0.15,4,1,0,4000,1
930,530,528,1,1.1248,1,25,650,1,180,12,0.15,4,2,0,4000,2
931,530,531,1,1.403,1,25,650,1,180,12,0.15,4,3,0,4000,3
932,530,572,1,0.7446,1,25,350,1,180,12,0.15,4,1,0,4000,1
933,530,573,1,2.2496,1,25,350,1,180,12,0.15,4,5,0,4000,5
934,531,530,1,1.403,1,25,650,1,180,12,0.15,4,3,0,4000,3
935,531,532,1,1.2215,1,25,650,1,180,12,0.15,4,2,0,4000,2
936,531,568,1,1.4551,1,25,500,1,180,12,0.15,4,3,0,4000,3
937,531,573,1,1.7091,1,25,500,1,180,12,0.15,4,4,0,4000,4
938,532,497,1,1.2276,1,25,650,1,180,12,0.15,4,2,0,4000,2
939,532,531,1,1.2215,1,25,650,1,180,12,0.15,4,2,0,4000,2
940,532,567,1,1.4892,1,25,500,1,180,12,0.15,4,3,0,4000,3
941,532,568,1,0.854,1,25,500,1,180,12,0.15,4,2,0,4000,2
942,533,514,1,1.4954,1,25,350,1,180,12,0.15,4,3,0,4000,3
943,533,542,1,2.9565,1,25,350,1,180,12,0.15,4,7,0,4000,7
944,533,932,1,6.1076,1,25,350,1,180,12,0.15,4,14,0,4000,14
945,534,437,1,7.091,1,25,650,1,180,12,0.15,4,17,0,4000,17
946,534,485,1,0.2515,1,25,650,1,180,12,0.15,4,0,0,4000,0
947,534,486,1,3.4962,1,25,650,1,180,12,0.15,4,8,0,4000,8
948,535,437,1,1.8592,1,25,500,1,180,12,0.15,4,4,0,4000,4
949,535,536,1,2.9483,1,25,500,1,180,12,0.15,4,7,0,4000,7
950,535,614,1,1.7478,1,25,200,1,180,12,0.15,4,4,0,4000,4
951,536,398,1,3.9344,1,25,500,1,180,12,0.15,4,9,0,4000,9
952,536,535,1,2.9483,1,25,500,1,180,12,0.15,4,7,0,4000,7
953,536,607,1,2.693,1,25,550,1,180,12,0.15,4,6,0,4000,6
954,536,609,1,0.6221,1,25,550,1,180,12,0.15,4,1,0,4000,1
955,537,408,1,1.4083,1,25,500,1,180,12,0.15,4,3,0,4000,3
956,537,473,1,2.9915,1,25,500,1,180,12,0.15,4,7,0,4000,7
957,537,698,1,0.7114,1,25,800,1,180,12,0.15,4,1,0,4000,1
958,537,703,1,3.3744,1,25,800,1,180,12,0.15,4,8,0,4000,8
959,538,408,1,2.5547,1,25,500,1,180,12,0.15,4,6,0,4000,6
960,538,482,1,3.0773,1,25,500,1,180,12,0.15,4,7,0,4000,7
961,538,693,1,1.1509,1,25,500,1,180,12,0.15,4,2,0,4000,2
962,538,703,1,2.142,1,25,500,2,180,12,0.15,4,5,0,4000,5
963,539,437,1,1.5066,1,25,350,1,180,12,0.15,4,3,0,4000,3
964,539,582,1,0.7421,1,25,300,1,180,12,0.15,4,1,0,4000,1
965,539,621,1,2.046,1,25,300,1,180,12,0.15,4,4,0,4000,4
966,540,525,1,0.4399,1,25,350,1,180,12,0.15,4,1,0,4000,1
967,540,581,1,2.9134,1,25,250,1,180,12,0.15,4,6,0,4000,6
968,540,901,1,3.7726,1,25,250,1,180,12,0.15,4,9,0,4000,9
969,541,526,1,0.613,1,25,350,1,180,12,0.15,4,1,0,4000,1
970,541,901,1,2.1661,1,25,1050,1,180,12,0.15,4,5,0,4000,5
971,541,902,1,4.213,1,25,1050,2,180,12,0.15,4,10,0,4000,10
972,542,526,1,3.662,1,25,350,1,180,12,0.15,4,8,0,4000,8
973,542,533,1,2.9565,1,25,350,1,180,12,0.15,4,7,0,4000,7
974,542,902,1,0.9068,1,25,350,1,180,12,0.15,4,2,0,4000,2
975,543,514,1,0.305,1,25,350,1,180,12,0.15,4,0,0,4000,0
976,543,902,1,3.2827,1,25,500,1,180,12,0.15,4,7,0,4000,7
977,543,903,1,2.5195,1,25,500,1,180,12,0.15,4,6,0,4000,6
978,544,522,1,0.061,1,25,500,1,180,12,0.15,4,0,0,4000,0
979,544,523,1,3.715,1,25,500,1,180,12,0.15,4,8,0,4000,8
980,544,576,1,1.8351,1,25,400,1,180,12,0.15,4,4,0,4000,4
981,544,579,1,1.1048,1,25,400,1,180,12,0.15,4,2,0,4000,2
982,545,525,1,2.9381,1,25,350,1,180,12,0.15,4,7,0,4000,7
983,545,526,1,3.2468,1,25,350,1,180,12,0.15,4,7,0,4000,7
984,546,0,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
985,546,547,1,1.3378,1,25,300,1,180,12,0.15,4,3,0,4000,3
986,546,548,1,2.3821,1,25,450,1,180,12,0.15,4,5,0,4000,5
987,546,620,1,1.5836,1,25,550,1,180,12,0.15,4,3,0,4000,3
988,547,1,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
989,547,546,1,1.3378,1,25,300,1,180,12,0.15,4,3,0,4000,3
990,547,549,1,2.728,1,25,700,1,180,12,0.15,4,6,0,4000,6
991,547,551,1,2.4354,1,25,300,1,180,12,0.15,4,5,0,4000,5
992,547,617,1,1.953,1,25,750,1,180,12,0.15,4,4,0,4000,4
993,548,2,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
994,548,546,1,2.3821,1,25,450,1,180,12,0.15,4,5,0,4000,5
995,548,549,1,1.5742,1,25,500,1,180,12,0.15,4,3,0,4000,3
996,548,550,1,3.1104,1,25,1550,1,180,12,0.15,4,7,0,4000,7
997,549,3,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
998,549,547,1,2.728,1,25,700,1,180,12,0.15,4,6,0,4000,6
999,549,548,1,1.5742,1,25,500,1,180,12,0.15,4,3,0,4000,3
1000,549,550,1,2.852,1,25,700,1,180,12,0.15,4,6,0,4000,6
1001,549,551,1,3.2656,1,25,200,1,180,12,0.15,4,7,0,4000,7
1002,549,552,1,1.8462,1,25,350,1,180,12,0.15,4,4,0,4000,4
1003,549,559,1,2.6195,1,25,350,1,180,12,0.15,4,6,0,4000,6
1004,550,4,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
1005,550,494,1,3.2696,1,25,700,1,180,12,0.15,4,7,0,4000,7
1006,550,548,1,3.1104,1,25,1550,1,180,12,0.15,4,7,0,4000,7
1007,550,549,1,2.852,1,25,700,1,180,12,0.15,4,6,0,4000,6
1008,550,562,1,2.2204,1,25,2000,1,180,12,0.15,4,5,0,4000,5
1009,551,5,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
1010,551,434,1,1.3097,1,25,450,1,180,12,0.15,4,3,0,4000,3
1011,551,547,1,2.4354,1,25,300,1,180,12,0.15,4,5,0,4000,5
1012,551,549,1,3.2656,1,25,200,1,180,12,0.15,4,7,0,4000,7
1013,551,552,1,2.2112,1,25,850,1,180,12,0.15,4,5,0,4000,5
1014,551,617,1,2.6512,1,25,500,1,180,12,0.15,4,6,0,4000,6
1015,551,618,1,3.087,1,25,950,1,180,12,0.15,4,7,0,4000,7
1016,552,6,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
1017,552,495,1,1.4691,1,25,600,1,180,12,0.15,4,3,0,4000,3
1018,552,549,1,1.8462,1,25,350,1,180,12,0.15,4,4,0,4000,4
1019,552,551,1,2.2112,1,25,850,1,180,12,0.15,4,5,0,4000,5
1020,552,559,1,2.1618,1,25,750,1,180,12,0.15,4,5,0,4000,5
1021,553,7,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
1022,553,434,1,1.7606,1,25,450,1,180,12,0.15,4,4,0,4000,4
1023,553,436,1,1.037,1,25,400,1,180,12,0.15,4,2,0,4000,2
1024,553,613,1,3.0243,1,25,350,1,180,12,0.15,4,7,0,4000,7
1025,553,618,1,2.7987,1,25,250,1,180,12,0.15,4,6,0,4000,6
1026,553,621,1,3.7325,1,25,200,1,180,12,0.15,4,8,0,4000,8
1027,553,624,1,1.8442,1,25,700,1,180,12,0.15,4,4,0,4000,4
1028,554,8,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
1029,554,555,1,3.0634,1,25,750,1,180,12,0.15,4,7,0,4000,7
1030,554,621,1,3.1354,1,25,450,1,180,12,0.15,4,7,0,4000,7
